Unique No,Scheme Code,RTA Scheme Code,AMC Scheme Code,ISIN,AMC Code,Scheme Type,Scheme Plan,Scheme Name,Purchase Allowed,Purchase Transaction mode,Minimum Purchase Amount,Additional Purchase Amount,Maximum Purchase Amount,Purchase Amount Multiplier,Purchase Cutoff Time,Redemption Allowed,Redemption Transaction Mode,Minimum Redemption Qty,Redemption Qty Multiplier,Maximum Redemption Qty,Redemption Amount - Minimum,Redemption Amount â Maximum,Redemption Amount Multiple,Redemption Cut off Time,RTA Agent Code,AMC Active Flag,Dividend Reinvestment Flag,SIP FLAG,STP FLAG,SWP Flag,Switch FLAG,SETTLEMENT TYPE,AMC_IND,Face Value,Start Date,End Date,Exit Load Flag,Exit Load,Lock-in Period Flag,Lock-in Period,Channel Partner Code,ReOpening Date,Unnamed: 43
16288,DS821-DP,821,821,INF740K010J2,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D821,,
21010,DS821-DP-L1,821,821,INF740K010J2,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D821,,
21043,DS821-DR,821,821,INF740K010J2,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D821,,
21074,DS821-DR-L1,821,821,INF740K010J2,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D821,,
16289,DS823-DP,823,823,INF740K012J8,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D823,,
21011,DS823-DP-L1,823,823,INF740K012J8,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D823,,
21013,DS823-DR,823,823,INF740K012J8,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D823,,
21075,DS823-DR-L1,823,823,INF740K012J8,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D823,,
16290,DS825-DP,825,825,INF740K014J4,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D825,,
20154,DS825-DP-L1,825,825,INF740K014J4,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D825,,
21014,DS825-DR,825,825,INF740K014J4,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D825,,
21076,DS825-DR-L1,825,825,INF740K014J4,DSP_MF,GILT,DIRECT,DSP 10Y G-SEC FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D825,,
16248,DS827-GR,827,827,INF740K013Q1,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D827,,
16912,DS827-GR-L1,827,827,INF740K013Q1,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D827,,
23092,DS828-DR,828,828,INF740KA1OL5,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D828,,
23113,DS828-DR-L1,828,828,INF740KA1OL5,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - DAILY IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D828,,
23093,DS829-DP,829,829,INF740KA1OM3,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D829,,
23114,DS829-DP-L1,829,829,INF740KA1OM3,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - WEEKLY PAYOUT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D829,,
23094,DS829-DR,829,829,INF740KA1OM3,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,N,Y,T1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D829,,
23115,DS829-DR-L1,829,829,INF740KA1OM3,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - WEEKLY REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,May 15 2017,May 15 2099,Y,0.0,N,0.0,D829,,
16291,DS831-DP,831,831,INF740K014Q9,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW MONTHLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D831,,
16913,DS831-DP-L1,831,831,INF740K014Q9,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW MONTHLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D831,,
21015,DS831-DR,831,831,INF740K014Q9,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D831,,
21077,DS831-DR-L1,831,831,INF740K014Q9,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D831,,
16292,DS833-DP,833,833,INF740K016Q4,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - QUARTERLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D833,,
16915,DS833-DP-L1,833,833,INF740K016Q4,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - QUARTERLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Nov  5 2016,Nov  5 2099,N,0.0,N,0.0,D833,,
21016,DS833-DR,833,833,INF740K016Q4,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - QUARTERLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D833,,
21078,DS833-DR-L1,833,833,INF740K016Q4,DSP_MF,DEBT,DIRECT,DSP LOW DURATION FUND - DIRECT PLAN - IDCW - QUARTERLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D833,,
16249,DS835-GR,835,835,INF740KA1504,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D835,,
20156,DS835-GR-L1,835,835,INF740KA1504,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D835,,
16293,DS836-DP,836,836,INF740KA1512,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D836,,
20157,DS836-DP-L1,836,836,INF740KA1512,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D836,,
21017,DS836-DR,836,836,INF740KA1512,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D836,,
21079,DS836-DR-L1,836,836,INF740KA1512,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D836,,
16294,DS838-DP,838,838,INF740KA1538,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D838,,
20135,DS838-DP-L1,838,838,INF740KA1538,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW MONTHLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D838,,
21018,DS838-DR,838,838,INF740KA1538,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,N,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D838,,
21080,DS838-DR-L1,838,838,INF740KA1538,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D838,,
16295,DS840-DP,840,840,INF740KA1553,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,N,N,T1,,10.0,Sep 29 2016,Sep 29 2099,N,0.0,N,0.0,D840,,
20137,DS840-DP-L1,840,840,INF740KA1553,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW - QUARTERLY PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Dec 12 2016,Dec 12 2099,N,0.0,N,0.0,D840,,
21019,DS840-DR,840,840,INF740KA1553,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,N,N,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D840,,
21081,DS840-DR-L1,840,840,INF740KA1553,DSP_MF,EQUITY,DIRECT,DSP EQUITY SAVINGS FUND - DIR - IDCW - QUARTERLY REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D840,,
24718,DS842-GR,842,842,INF740KA1CR7,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D842,,
24784,DS842-GR-L1,842,842,INF740KA1CR7,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D842,,
24719,DS843-DP,843,843,INF740KA1CS5,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D843,,
24785,DS843-DP-L1,843,843,INF740KA1CS5,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D843,,
24720,DS843-DR,843,843,INF740KA1CS5,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D843,,
24786,DS843-DR-L1,843,843,INF740KA1CS5,DSP_MF,EQUITY,DIRECT,DSP NIFTY 50 EQUAL WEIGHT INDEX FUND - DIR - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Oct 25 2017,Oct 25 2099,N,0.0,N,0.0,D843,,
25074,DS845-GR,845,845,INF740KA1DN4,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T2,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D845,,
25128,DS845-GR-L1,845,845,INF740KA1DN4,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D845,,
25075,DS846-DP,846,846,INF740KA1DO2,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW PAYOUT,N,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,N,N,Y,Y,T2,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D846,,
25129,DS846-DP-L1,846,846,INF740KA1DO2,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW PAYOUT,N,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,N,N,N,N,L1,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D846,,
25076,DS846-DR,846,846,INF740KA1DO2,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T2,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D846,,
25130,DS846-DR-L1,846,846,INF740KA1DO2,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D846,,
25078,DS848-DP,848,848,INF740KA1DQ7,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW MONTHLY PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T2,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D848,,
25132,DS848-DP-L1,848,848,INF740KA1DQ7,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - IDCW MONTHLY PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D848,,
25079,DS848-DR,848,848,INF740KA1DQ7,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - MONTHLY IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T2,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D848,,
25133,DS848-DR-L1,848,848,INF740KA1DQ7,DSP_MF,EQUITY,DIRECT,DSP ARBITRAGE FUND - DIR - MONTHLY IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Jan 29 2018,Jan 29 2099,N,0.0,N,0.0,D848,,
20925,DS85-DR,85,DSP85,INF740K01458,DSP_MF,HYBRID (C),NORMAL,DSP REGULAR SAVINGS FUND - MONTHLY - IDCW REINVESTMENT,N,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,N,N,Y,Y,T1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D85,,
21008,DS85-DR-L1,85,DSP85,INF740K01458,DSP_MF,HYBRID (C),NORMAL,DSP REGULAR SAVINGS FUND - MONTHLY - IDCW REINVESTMENT,N,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,N,N,N,N,L1,,10.0,Dec 28 2016,Dec 28 2099,N,0.0,N,0.0,D85,,
28295,DS850-GR,850,850,INF740KA1KE8,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - GROWTH,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Z,Y,N,Y,Y,T1,,10.0,Sep 12 2018,Sep 12 2099,N,0.0,N,0.0,D850,,
28976,DS850-GR-L1,850,850,INF740KA1KE8,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - GROWTH,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Z,Y,N,N,N,L1,,10.0,Sep 12 2018,Sep 12 2099,N,0.0,N,0.0,D850,,
28296,DS851-DP,851,851,INF740KA1KF5,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - IDCW PAYOUT,Y,DP,100.0,100.0,0.0,1.0,14:30:00,Y,DP,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,N,Y,N,Y,Y,T1,,10.0,Sep 12 2018,Sep 12 2099,N,0.0,N,0.0,D851,,
28977,DS851-DP-L1,851,851,INF740KA1KF5,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - IDCW PAYOUT,Y,DP,200000.0,200000.0,0.0,1.0,14:30:00,N,DP,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,N,Y,N,N,N,L1,,10.0,Sep 12 2018,Sep 12 2099,N,0.0,N,0.0,D851,,
28297,DS851-DR,851,851,INF740KA1KF5,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - IDCW REINVESTMENT,Y,P,100.0,100.0,0.0,1.0,14:30:00,Y,P,0.001,0.001,0.0,100.0,0.0,1.0,15:00:00,CAMS,1,Y,Y,N,Y,Y,T1,,10.0,Sep 11 2018,Sep 11 2099,N,0.0,N,0.0,D851,,
28980,DS851-DR-L1,851,851,INF740KA1KF5,DSP_MF,DEBT,DIRECT,DSP CORPORATE BOND FUND - DIRECT - IDCW REINVESTMENT,Y,P,200000.0,200000.0,0.0,1.0,14:30:00,N,P,0.001,0.001,0.0,500.0,0.0,1.0,14:30:00,CAMS,1,Y,Y,N,N,N,L1,,10.0,Sep 11 2018,Sep 11 2099,N,0.0,N,0.0,D851,,
